Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt unchanged       :    20026651.wav    | -5.773705482483 | -7.260484695435 |
utt unchanged       :    20026655.wav    | -5.631851673126 | -7.102688312531 |
utt unchanged       :    20026656.wav    | -5.374598503113 | -6.236306190491 |
utt unchanged       :    20026658.wav    | -5.614297866821 | -6.401762008667 |
utt unchanged       :    20026659.wav    | -2.968611478806 | -5.208458423615 |
utt unchanged       :    20026662.wav    | -4.7350025177 | -6.725584983826 |
utt unchanged       :    20026665.wav    | -0.737966895103 | -5.9831199646 |
utt unchanged       :    20026669.wav    | -2.305685758591 | -5.173634529114 |
utt unchanged       :    20026670.wav    | -6.309414386749 | -6.870977878571 |
utt unchanged       :    20026676.wav    | -5.866597175598 | -7.060697555542 |
utt unchanged       :    20026679.wav    | -4.283672809601 | -6.51423740387 |
utt unchanged       :    20026680.wav    | -5.979133605957 | -6.890115737915 |
utt unchanged       :    20026683.wav    | -4.56116771698 | -6.600340843201 |
utt unchanged       :    20026684.wav    | -5.367657661438 | -6.682828903198 |
utt unchanged       :    20026688.wav    | -6.141518592834 | -6.985611915588 |
utt unchanged       :    20026689.wav    | -5.310840129852 | -6.773984909058 |
utt unchanged       :    20026690.wav    | -3.511556148529 | -6.008402824402 |
utt unchanged       :    20026691.wav    | -5.336007118225 | -6.539676189423 |
utt unchanged       :    20026693.wav    | -4.521442890167 | -6.797737121582 |
utt unchanged       :    20026694.wav    | -3.846622228622 | -6.671241283417 |
utt unchanged       :    20026698.wav    | -5.142780303955 | -6.187466621399 |
utt unchanged       :    20026701.wav    | -3.471402168274 | -5.976305961609 |
utt unchanged       :    20026702.wav    | -5.319159507751 | -6.528463363647 |
utt unchanged       :    20026703.wav    | -6.072808265686 | -6.816216468811 |
utt unchanged       :    20026704.wav    | -4.151379585266 | -6.449075698853 |
utt unchanged       :    20026706.wav    | -6.141304969788 | -6.992334365845 |
utt unchanged       :    20026707.wav    | -6.21396446228 | -6.909174919128 |
utt unchanged       :    20026708.wav    | -4.241111278534 | -6.815555095673 |
utt unchanged       :    20026709.wav    | -5.980875492096 | -7.152381896973 |
utt unchanged       :    20026710.wav    | -5.395762443542 | -6.795695304871 |
utt unchanged       :    20026712.wav    | -6.074530601501 | -6.828326225281 |
utt unchanged       :    20026713.wav    | -6.239562034607 | -6.855072498322 |
utt unchanged       :    20026714.wav    | -4.412079811096 | -6.64129781723 |
utt unchanged       :    20026715.wav    | -5.948397636414 | -7.125288963318 |
utt unchanged       :    20026716.wav    | -5.899818897247 | -7.21303319931 |
utt unchanged       :    20026717.wav    | -4.96720123291 | -6.784051895142 |
utt unchanged       :    20026722.wav    | -6.095889091492 | -6.905295848846 |
utt unchanged       :    20026723.wav    | -3.985988616943 | -6.352125167847 |
utt unchanged       :    20026725.wav    | -4.186912536621 | -6.05844783783 |
utt unchanged       :    20026726.wav    | -6.133538246155 | -7.069140434265 |
utt unchanged       :    20026727.wav    | -5.981475830078 | -6.856414794922 |
utt unchanged       :    20026729.wav    | -4.180896282196 | -6.544830322266 |
utt unchanged       :    20026731.wav    | -6.255345821381 | -6.81676197052 |
utt unchanged       :    20026732.wav    | -5.519836425781 | -6.55814743042 |
utt unchanged       :    20026733.wav    | -4.32418680191 | -6.71563577652 |
utt unchanged       :    20026734.wav    | -6.198311805725 | -6.851390838623 |
utt unchanged       :    20026735.wav    | -5.995545387268 | -7.223337650299 |
utt unchanged       :    20026739.wav    | -5.758700370789 | -6.984784126282 |
utt unchanged       :    20026740.wav    | -6.114388465881 | -6.82061958313 |
utt unchanged       :    20026742.wav    | -5.549966812134 | -6.6452460289 |
utt unchanged       :    20026743.wav    | -6.10505437851 | -6.880389213562 |
utt unchanged       :    20026744.wav    | -5.372839927673 | -6.185995101929 |
utt unchanged       :    20026748.wav    | -4.042471408844 | -6.404938220978 |
utt unchanged       :    20026752.wav    | -5.43797492981 | -6.620890617371 |
utt unchanged       :    20026753.wav    | -5.187798976898 | -6.679334640503 |
utt unchanged       :    20026754.wav    | -5.984034538269 | -6.82658624649 |
utt unchanged       :    20026759.wav    | -4.344052314758 | -6.589444160461 |
utt unchanged       :    20026761.wav    | -6.036420822144 | -7.030819892883 |
utt unchanged       :    20026762.wav    | -4.019840240479 | -6.456831932068 |
utt unchanged       :    20026763.wav    | -5.406862258911 | -6.591018199921 |
utt unchanged       :    20026766.wav    | -5.569111824036 | -6.110750675201 |
utt unchanged       :    20026771.wav    | -6.317501068115 | -7.049113273621 |
utt unchanged       :    20026774.wav    | -6.171773910522 | -6.83753490448 |
utt unchanged       :    20026775.wav    | -3.660489797592 | -6.244638442993 |
utt unchanged       :    20026776.wav    | -5.592977523804 | -6.311783790588 |
utt unchanged       :    20026778.wav    | -5.070630073547 | -6.650398254395 |
utt unchanged       :    20026780.wav    | -5.500058174133 | -6.441421031952 |
utt unchanged       :    20026782.wav    | -5.719196796417 | -7.109223365784 |
utt unchanged       :    20026783.wav    | -3.884477615356 | -6.446804046631 |
utt unchanged       :    20026788.wav    | -6.312722206116 | -6.89900636673 |
utt unchanged       :    20026789.wav    | -5.39305973053 | -6.43288898468 |
utt unchanged       :    20026791.wav    | -6.160437583923 | -6.866432189941 |
utt unchanged       :    20026793.wav    | -3.29221367836 | -6.283278465271 |
utt unchanged       :    20026795.wav    | -5.647371768951 | -7.165184020996 |
utt unchanged       :    20026799.wav    | -6.109939575195 | -6.914046287537 |
utt unchanged       :    20026802.wav    | -5.642444133759 | -7.184416770935 |
utt unchanged       :    20026803.wav    | -4.183107376099 | -6.649012565613 |
utt unchanged       :    20026805.wav    | -6.063411712646 | -6.839053153992 |
utt unchanged       :    20026806.wav    | -3.979442596436 | -5.894619941711 |
utt unchanged       :    20026809.wav    | -5.890698432922 | -7.311612129211 |
utt unchanged       :    20026812.wav    | -3.631864786148 | -6.195163726807 |
utt unchanged       :    20026815.wav    | -3.407178401947 | -6.708418369293 |
utt unchanged       :    20026823.wav    | -5.941198348999 | -7.421675205231 |
utt unchanged       :    20026824.wav    | -6.162340164185 | -6.918738365173 |
utt unchanged       :    20026828.wav    | -5.96960735321 | -6.897848129272 |
utt unchanged       :    20026836.wav    | -4.222939491272 | -6.657580852509 |
utt unchanged       :    20026838.wav    | -6.072574138641 | -6.87676858902 |
utt unchanged       :    20026840.wav    | -2.978064537048 | -5.665962219238 |
utt unchanged       :    20026841.wav    | -6.167654037476 | -6.891185760498 |
utt unchanged       :    20026842.wav    | -3.501264095306 | -6.631934642792 |
utt unchanged       :    20026843.wav    | -4.802015304565 | -6.755078315735 |
utt unchanged       :    20026846.wav    | -4.421439170837 | -6.564970016479 |
utt unchanged       :    20026847.wav    | -3.638293027878 | -6.116300106049 |
utt unchanged       :    20026849.wav    | -5.423447608948 | -6.314768314362 |
utt unchanged       :    20026852.wav    | -4.701448440552 | -6.587708950043 |
utt unchanged       :    20026856.wav    | -6.259792327881 | -6.900709152222 |
utt unchanged       :    20026859.wav    | -4.241486549377 | -6.440916538239 |
utt unchanged       :    20026862.wav    | -3.400767564774 | -6.078987121582 |
utt unchanged       :    20026863.wav    | -5.259300231934 | -6.627269744873 |
utt unchanged       :    20026865.wav    | -6.324544906616 | -7.034616470337 |
utt unchanged       :    20026866.wav    | -5.913522720337 | -6.972156047821 |
utt unchanged       :    20026867.wav    | -5.0378074646 | -6.780113220215 |
utt unchanged       :    20026868.wav    | -4.577307701111 | -6.57435798645 |
utt unchanged       :    20026869.wav    | -4.167939186096 | -6.526813983917 |
utt unchanged       :    20026871.wav    | -5.989651679993 | -6.979784011841 |
utt unchanged       :    20026873.wav    | -6.093549728394 | -6.825085639954 |
utt unchanged       :    20026874.wav    | -5.629505157471 | -6.264783859253 |
utt unchanged       :    20026878.wav    | -6.182542800903 | -6.847367286682 |
utt unchanged       :    20026881.wav    | -5.911335945129 | -6.963798999786 |
utt unchanged       :    20026883.wav    | -5.925164222717 | -6.845137119293 |
utt unchanged       :    20026884.wav    | -5.71662902832 | -7.020414352417 |
utt unchanged       :    20026891.wav    | -3.310032606125 | -6.001899719238 |
utt unchanged       :    20026892.wav    | -5.78821849823 | -7.217038154602 |
utt unchanged       :    20026893.wav    | -1.905193805695 | -3.732963085175 |
utt unchanged       :    20026895.wav    | -4.072251319885 | -6.494247436523 |
utt unchanged       :    20026896.wav    | -1.298681139946 | -5.967279434204 |
utt unchanged       :    20026900.wav    | -5.789422512054 | -6.990038871765 |
utt unchanged       :    20026901.wav    | -4.344802856445 | -6.586984157562 |
utt unchanged       :    20026902.wav    | -5.978999614716 | -6.877044677734 |
utt unchanged       :    20026903.wav    | -5.78125 | -6.846079349518 |
utt unchanged       :    20026904.wav    | -6.119336605072 | -7.102269172668 |
utt unchanged       :    20026906.wav    | -4.566927433014 | -4.068076133728 |
utt unchanged       :    20026908.wav    | -4.473712444305 | -6.553624629974 |
utt unchanged       :    20026909.wav    | -3.832075119019 | -5.716064929962 |
utt unchanged       :    20026911.wav    | -3.866115570068 | -6.671726226807 |
utt unchanged       :    20026912.wav    | -5.807675361633 | -6.963679790497 |
utt unchanged       :    20026916.wav    | -4.668043136597 | -6.595338821411 |
utt unchanged       :    20026918.wav    | -6.218245506287 | -6.848644256592 |
utt unchanged       :    20026919.wav    | -5.518995285034 | -6.109034538269 |
utt unchanged       :    20026921.wav    | -1.755880236626 | -6.719802856445 |
utt unchanged       :    20026922.wav    | -6.188446044922 | -6.866771697998 |
utt unchanged       :    20026923.wav    | -5.945100784302 | -6.85968542099 |
utt unchanged       :    20026925.wav    | -5.933524608612 | -6.993513584137 |
utt unchanged       :    20026926.wav    | -4.434267520905 | -3.759328842163 |
utt unchanged       :    20026929.wav    | -4.574256420135 | -6.2918176651 |
utt unchanged       :    20026933.wav    | -5.617878913879 | -6.337606430054 |
utt unchanged       :    20026935.wav    | -5.729291915894 | -6.844445228577 |
utt unchanged       :    20026936.wav    | -4.361919403076 | -6.369940757751 |
utt unchanged       :    20026937.wav    | -5.429831981659 | -6.489830493927 |
utt unchanged       :    20026938.wav    | -4.393437385559 | -6.133199214935 |
utt unchanged       :    20026944.wav    | -4.912801265717 | -6.552809715271 |
utt unchanged       :    20026948.wav    | -3.947243213654 | -6.319315910339 |
utt unchanged       :    20026950.wav    | -5.740859508514 | -7.48220539093 |
utt unchanged       :    20026954.wav    | -5.485584259033 | -6.43090057373 |
utt unchanged       :    20026957.wav    | -3.992450237274 | -6.697752952576 |
utt unchanged       :    20026959.wav    | -5.687559127808 | -7.290041923523 |
utt unchanged       :    20026961.wav    | -4.759552001953 | -2.554236888885 |
utt unchanged       :    20026967.wav    | -1.528301239014 | -4.682814598083 |
utt unchanged       :    20026972.wav    | -4.496206760406 | -6.760550498962 |
utt unchanged       :    20026979.wav    | -5.993734836578 | -6.891689300537 |
utt unchanged       :    20026980.wav    | -6.221581459045 | -6.842131614685 |
utt unchanged       :    20026982.wav    | -4.022250175476 | 0.682905375957 |
utt unchanged       :    20026984.wav    | -6.08470582962 | -7.348120689392 |
utt unchanged       :    20026988.wav    | -4.142998218536 | -6.446804046631 |
utt unchanged       :    20026992.wav    | -4.035848617554 | -6.497173786163 |
utt unchanged       :    20026994.wav    | -5.647755622864 | -7.138556003571 |
utt unchanged       :    20026996.wav    | -3.974541664124 | -6.472636222839 |
utt unchanged       :    20026997.wav    | -4.897278308868 | -6.216500282288 |
utt unchanged       :    20027000.wav    | -5.314011573792 | -6.794184684753 |
utt unchanged       :    20027002.wav    | -6.028822898865 | -6.892422676086 |
utt unchanged       :    20027006.wav    | -6.238549232483 | -7.007338047028 |
utt unchanged       :    20027007.wav    | -5.111555099487 | -6.434629917145 |
utt unchanged       :    20027011.wav    | -3.864998817444 | -6.160218238831 |
utt unchanged       :    20027012.wav    | -6.15518283844 | -6.924004077911 |
utt unchanged       :    20027013.wav    | -3.59114074707 | -6.219742774963 |
utt unchanged       :    20027016.wav    | -5.459966182709 | -6.469587802887 |
utt unchanged       :    20027021.wav    | -4.964487075806 | -6.416696071625 |
utt unchanged       :    20027027.wav    | -5.913576602936 | -7.127357006073 |
utt unchanged       :    20027028.wav    | -6.178099632263 | -7.067847728729 |
utt unchanged       :    20027030.wav    | -6.179958343506 | -7.03108549118 |
utt unchanged       :    20027031.wav    | -6.12383890152 | -6.827683448792 |
utt unchanged       :    20027035.wav    | -6.282121181488 | -6.906604290009 |
utt unchanged       :    20027036.wav    | -4.972588062286 | -6.467973232269 |
utt unchanged       :    20027040.wav    | -5.328667640686 | -6.319680213928 |
utt unchanged       :    20027042.wav    | -6.234667301178 | -6.877469062805 |
utt unchanged       :    20027044.wav    | -5.561873435974 | -6.41179561615 |
utt unchanged       :    20027052.wav    | -5.504798412323 | -6.363955497742 |
utt unchanged       :    20027059.wav    | -3.612897396088 | -6.186050415039 |
utt unchanged       :    20027060.wav    | -5.083879947662 | -1.485858082771 |
utt unchanged       :    20027064.wav    | -4.796812534332 | -6.506505966187 |
utt unchanged       :    20027066.wav    | -6.046875 | -7.215755462646 |
utt unchanged       :    20027067.wav    | -4.654789924622 | -6.607091903687 |
utt unchanged       :    20027068.wav    | -5.776270866394 | -6.964744091034 |
utt unchanged       :    20027071.wav    | -6.029324531555 | -7.046536445618 |
utt unchanged       :    20027072.wav    | -5.710850715637 | -7.266145706177 |
utt unchanged       :    20027073.wav    | -4.513381481171 | -6.678143501282 |
utt unchanged       :    20027074.wav    | -6.016681671143 | -6.974045276642 |
utt unchanged       :    20027075.wav    | -4.772175788879 | -6.68848323822 |
utt unchanged       :    20027078.wav    | -5.589212417603 | -6.371808052063 |
utt unchanged       :    20027082.wav    | -5.86936378479 | -7.29471206665 |
utt unchanged       :    20027084.wav    | -3.695813417435 | -6.403863430023 |
utt unchanged       :    20027089.wav    | -5.768466472626 | -7.230130195618 |
utt unchanged       :    20027090.wav    | -6.091111183167 | -6.908351421356 |
utt unchanged       :    20027091.wav    | -4.758437156677 | -6.75958442688 |
utt unchanged       :    20027094.wav    | -2.804709672928 | -3.87908411026 |
utt unchanged       :    20027097.wav    | -3.804531335831 | -6.10556268692 |
utt unchanged       :    20027101.wav    | -6.041401863098 | -6.961775779724 |
utt unchanged       :    20027108.wav    | -6.126663208008 | -6.962261199951 |
utt unchanged       :    20027111.wav    | -4.588701248169 | -6.810397148132 |
utt unchanged       :    20027112.wav    | -6.136800765991 | -6.839782714844 |
utt unchanged       :    20027113.wav    | -4.535426616669 | -5.879206180573 |
utt unchanged       :    20027119.wav    | -4.092624664307 | -6.308807373047 |
utt unchanged       :    20027120.wav    | -5.435303211212 | -6.52864408493 |
utt unchanged       :    20027125.wav    | -4.504376888275 | -6.774551391602 |
utt unchanged       :    20027131.wav    | -6.102796554565 | -6.889142990112 |
utt unchanged       :    20027134.wav    | -5.999945163727 | -7.157245635986 |
utt unchanged       :    20027136.wav    | -5.018144607544 | -6.71498298645 |
utt unchanged       :    20027137.wav    | -4.352257728577 | -6.559918880463 |
utt unchanged       :    20027143.wav    | -5.330635070801 | -6.445473670959 |
utt unchanged       :    20027145.wav    | -3.192827224731 | -3.467384815216 |
utt unchanged       :    20027147.wav    | -6.210468292236 | -6.862795829773 |
utt unchanged       :    20027150.wav    | -4.33031129837 | -6.593832015991 |
utt unchanged       :    20027152.wav    | -5.940163612366 | -6.990352630615 |
utt unchanged       :    20027153.wav    | -4.459496974945 | -6.573249816895 |
utt unchanged       :    20027157.wav    | -5.401549339294 | -6.240284919739 |
utt unchanged       :    20027159.wav    | -4.285947322845 | -6.544213294983 |
utt unchanged       :    20027164.wav    | -5.26224899292 | -6.55604839325 |
utt unchanged       :    20027166.wav    | -5.626128196716 | -6.235533714294 |
utt unchanged       :    20027167.wav    | -2.452264785767 | -5.430292129517 |
utt unchanged       :    20027175.wav    | -3.466058254242 | -5.963829994202 |
utt unchanged       :    20027180.wav    | -5.506240844727 | -6.152081489563 |
utt unchanged       :    20027181.wav    | -4.9854388237 | -6.579398155212 |
utt unchanged       :    20027189.wav    | -5.284648418427 | -6.090712070465 |
utt unchanged       :    20027190.wav    | -5.462054729462 | -4.983522891998 |
utt unchanged       :    20027191.wav    | -5.187991142273 | -6.523611545563 |
utt unchanged       :    20027194.wav    | -5.845606803894 | -6.885713577271 |
utt unchanged       :    20027195.wav    | -5.146170139313 | -6.785762786865 |
utt unchanged       :    20027197.wav    | -4.192742347717 | -6.379907608032 |
utt unchanged       :    20027200.wav    | -4.217725753784 | -6.275576114655 |
utt unchanged       :    20027203.wav    | -3.47346830368 | -6.558743476868 |
utt unchanged       :    20027204.wav    | -4.814351081848 | -6.689377784729 |
utt unchanged       :    20027209.wav    | -5.371886253357 | -6.230288505554 |
utt unchanged       :    20027215.wav    | -5.263948917389 | -6.609782218933 |
utt unchanged       :    20027216.wav    | -5.381062507629 | -6.130455493927 |
utt unchanged       :    20027219.wav    | -3.510624885559 | -6.363047599792 |
utt unchanged       :    20027220.wav    | -4.176684379578 | -6.392239570618 |
utt unchanged       :    20027223.wav    | -1.990065455437 | -6.104166984558 |
utt unchanged       :    20027227.wav    | -4.642492771149 | -6.685215473175 |
utt unchanged       :    20027230.wav    | -6.07018661499 | -6.974261283875 |
utt unchanged       :    20027233.wav    | -3.437804222107 | -5.97473526001 |
utt unchanged       :    20027240.wav    | -5.337857246399 | -6.599126815796 |
utt unchanged       :    20027242.wav    | -6.185316085815 | -6.816535949707 |
utt unchanged       :    20027244.wav    | -3.377258062363 | -5.918645381927 |
utt unchanged       :    20027245.wav    | -3.957861423492 | -6.285792350769 |
utt unchanged       :    20027247.wav    | -4.130176544189 | -6.630845069885 |
utt unchanged       :    20027250.wav    | -1.993392825127 | -6.338112831116 |
utt unchanged       :    20027254.wav    | -3.517303943634 | -6.159885883331 |
utt unchanged       :    20027256.wav    | -5.781133174896 | -6.897473335266 |
utt unchanged       :    20027257.wav    | -5.030292034149 | -4.552519321442 |
utt unchanged       :    20027258.wav    | -5.456787586212 | -6.317170143127 |
utt unchanged       :    20027262.wav    | -5.819365501404 | -6.928597927094 |
utt unchanged       :    20027265.wav    | -5.610737800598 | -6.343779563904 |
utt unchanged       :    20027266.wav    | -3.030423641205 | -5.807401657104 |
utt unchanged       :    20027267.wav    | -5.730838298798 | -6.863974571228 |
utt unchanged       :    20027269.wav    | -5.857000827789 | -7.164809703827 |
utt unchanged       :    20027270.wav    | -3.468579053879 | -6.109140396118 |
utt unchanged       :    20027273.wav    | -4.385541439056 | -6.603272438049 |
utt unchanged       :    20027274.wav    | -5.959466934204 | -7.04083776474 |
utt unchanged       :    20027275.wav    | -4.198407649994 | -6.091424465179 |
utt unchanged       :    20027278.wav    | -5.84956073761 | -7.306138515472 |
utt unchanged       :    20027280.wav    | -5.539577484131 | -6.80049943924 |
utt unchanged       :    20027283.wav    | -4.130027294159 | -6.146688461304 |
utt unchanged       :    20027284.wav    | -4.990564823151 | -6.782086372375 |
utt unchanged       :    20027285.wav    | -5.064397335052 | -6.650569915771 |
utt unchanged       :    20027287.wav    | -3.938606500626 | -6.365961551666 |
utt unchanged       :    20027288.wav    | -3.148491382599 | -5.870878696442 |
utt unchanged       :    20027290.wav    | -5.934783935547 | -6.855439186096 |
utt unchanged       :    20027295.wav    | -4.229073524475 | -6.495942115784 |
utt unchanged       :    20027296.wav    | -4.127760410309 | -6.153332710266 |
utt unchanged       :    20027299.wav    | -3.332048654556 | -5.976035118103 |
utt unchanged       :    20027300.wav    | -5.907533168793 | -7.062812805176 |
utt unchanged       :    20027302.wav    | -5.883505821228 | -7.406840324402 |
utt unchanged       :    20027303.wav    | -5.570613861084 | -6.584333896637 |
utt unchanged       :    20027304.wav    | -4.164217948914 | -6.57713508606 |
utt unchanged       :    20027305.wav    | -5.61096906662 | -6.461478710175 |
utt unchanged       :    20027307.wav    | -3.868322610855 | -6.240697860718 |
utt unchanged       :    20027309.wav    | -5.622376441956 | -6.323043823242 |
utt unchanged       :    20027314.wav    | -3.927217960358 | -6.166698932648 |
utt unchanged       :    20027317.wav    | -5.993295192719 | -7.13697052002 |
utt unchanged       :    20027319.wav    | -6.017372131348 | -7.064614295959 |
utt unchanged       :    20027324.wav    | -2.438672304153 | -6.36475610733 |
utt unchanged       :    20027325.wav    | -6.009360313416 | -6.982083320618 |
utt unchanged       :    20027326.wav    | -6.158560752869 | -6.848069190979 |
utt unchanged       :    20027328.wav    | -5.495476722717 | -6.662382602692 |
utt unchanged       :    20027330.wav    | -6.13916683197 | -6.877897262573 |
utt unchanged       :    20027331.wav    | -5.462902069092 | -6.476927757263 |
utt unchanged       :    20027332.wav    | -5.592277526855 | -6.528570175171 |
utt unchanged       :    20027333.wav    | -5.272595405579 | -6.452648639679 |
utt unchanged       :    20027335.wav    | -4.008843421936 | -6.419587135315 |
utt unchanged       :    20027336.wav    | -5.579190731049 | -6.321858406067 |
utt unchanged       :    20027338.wav    | -4.058491706848 | -6.328237533569 |
utt unchanged       :    20027341.wav    | -4.876954555511 | -6.815057277679 |
utt unchanged       :    20027343.wav    | -4.7003865242 | -6.781302452087 |
utt unchanged       :    20027345.wav    | -3.510151386261 | -6.605788230896 |
utt unchanged       :    20027346.wav    | -4.620984077454 | -6.194938659668 |
utt unchanged       :    20027353.wav    | -3.79773235321 | -6.449275016785 |
utt unchanged       :    20027354.wav    | -4.288937568665 | -6.656993865967 |
utt unchanged       :    20027360.wav    | -4.223722457886 | -6.088002204895 |
utt unchanged       :    20027362.wav    | -6.143918991089 | -6.87671661377 |
utt unchanged       :    20027363.wav    | -5.42710018158 | -6.44003868103 |
utt unchanged       :    20027365.wav    | -5.663020133972 | -7.168107032776 |
utt unchanged       :    20027366.wav    | -4.327132701874 | -6.577582359314 |
utt unchanged       :    20027368.wav    | -5.31942987442 | -6.606163978577 |
utt unchanged       :    20027371.wav    | -5.347754478455 | -6.218823432922 |
utt unchanged       :    20027379.wav    | -2.851322889328 | -6.672487258911 |
utt unchanged       :    20027381.wav    | -5.535706520081 | -6.680886268616 |
utt unchanged       :    20027384.wav    | -6.087734222412 | -6.85262966156 |
utt unchanged       :    20027386.wav    | -5.248937606812 | -6.508425712585 |
utt unchanged       :    20027388.wav    | -6.007658004761 | -6.905589580536 |
utt unchanged       :    20027389.wav    | -4.454592227936 | -6.528104782104 |
utt unchanged       :    20027390.wav    | -3.231554985046 | -5.822696685791 |
utt unchanged       :    20027396.wav    | -2.694707632065 | -5.540281295776 |
utt unchanged       :    20027399.wav    | -6.030658245087 | -6.836715698242 |
utt unchanged       :    20027400.wav    | -6.214920043945 | -6.9595079422 |
utt unchanged       :    20027401.wav    | -4.563062667847 | -5.229808807373 |
utt unchanged       :    20027402.wav    | -3.173494100571 | -5.939548492432 |
utt unchanged       :    20027403.wav    | -2.942771673203 | -5.680597305298 |
utt unchanged       :    20027407.wav    | -4.898516654968 | -6.478404045105 |
utt unchanged       :    20027408.wav    | -4.704284191132 | -6.676125049591 |
utt unchanged       :    20027409.wav    | -4.534375667572 | -5.494663238525 |
utt unchanged       :    20027414.wav    | -4.900573253632 | -6.716755867004 |
utt unchanged       :    20027416.wav    | -5.616892814636 | -6.808451652527 |
utt unchanged       :    20027418.wav    | -5.718149185181 | -7.286887168884 |
utt unchanged       :    20027419.wav    | -4.2436876297 | -6.501446723938 |
utt unchanged       :    20027423.wav    | -6.113293647766 | -6.821879386902 |
utt unchanged       :    20027425.wav    | -4.00698184967 | -6.193420410156 |
utt unchanged       :    20027426.wav    | -5.415983200073 | -6.171929359436 |
utt unchanged       :    20027427.wav    | -5.968023300171 | -7.13001537323 |
utt unchanged       :    20027430.wav    | -4.431772232056 | -6.637136459351 |
utt unchanged       :    20027431.wav    | -5.306451797485 | -6.477051258087 |
utt unchanged       :    20027435.wav    | -4.767625331879 | -6.761207580566 |
utt unchanged       :    20027436.wav    | -3.150753974915 | -5.687176704407 |
utt unchanged       :    20027437.wav    | -6.096515655518 | -6.830462932587 |
utt unchanged       :    20027441.wav    | -6.153651237488 | -6.93953704834 |
utt unchanged       :    20027443.wav    | -5.758010864258 | -7.282164096832 |
utt unchanged       :    20027444.wav    | -6.192571163177 | -7.105841636658 |
utt unchanged       :    20027445.wav    | -5.176367282867 | -6.627808570862 |
utt unchanged       :    20027446.wav    | -6.05607843399 | -6.832677841187 |
utt unchanged       :    20027447.wav    | -6.141409873962 | -6.833234786987 |
utt unchanged       :    20027450.wav    | -5.757562637329 | -7.14483165741 |
utt unchanged       :    20027453.wav    | -5.852185249329 | -6.9183177948 |
utt unchanged       :    20027455.wav    | -6.093390464783 | -6.900364398956 |
utt unchanged       :    20027457.wav    | -6.013326644897 | -6.886900424957 |
utt unchanged       :    20027460.wav    | -5.849474906921 | -7.068221092224 |
utt unchanged       :    20027464.wav    | -5.754475593567 | -6.925946235657 |
utt unchanged       :    20027465.wav    | -5.940061569214 | -7.065801143646 |
utt unchanged       :    20027467.wav    | -4.335801124573 | -6.577583312988 |
utt unchanged       :    20027468.wav    | -6.069907188416 | -6.874804973602 |
utt unchanged       :    20027469.wav    | -5.971158504486 | -6.993500232697 |
utt unchanged       :    20027470.wav    | -6.084710121155 | -6.849985122681 |
utt unchanged       :    20027473.wav    | -4.623156547546 | -6.737176895142 |
utt unchanged       :    20027474.wav    | -6.18966960907 | -6.972991943359 |
utt unchanged       :    20027477.wav    | -4.790102958679 | -6.786807060242 |
utt unchanged       :    20027478.wav    | -5.917344093323 | -7.083872795105 |
utt unchanged       :    20027480.wav    | -5.865190505981 | -6.963458061218 |
utt unchanged       :    20027486.wav    | -5.260713577271 | -6.439924240112 |
utt unchanged       :    20027490.wav    | -5.773857116699 | -6.854345798492 |
utt unchanged       :    20027492.wav    | -6.103844642639 | -6.96693944931 |
utt unchanged       :    20027493.wav    | -5.492271900177 | -6.648218154907 |
utt unchanged       :    20027494.wav    | -6.040558338165 | -7.040927886963 |
utt unchanged       :    20027495.wav    | -5.660546302795 | -6.990530014038 |
utt unchanged       :    20027496.wav    | -1.122444152832 | -6.110327720642 |
utt unchanged       :    20027497.wav    | -5.970962524414 | -7.369918823242 |
utt unchanged       :    20027502.wav    | -6.071984291077 | -6.950559616089 |
utt unchanged       :    20027504.wav    | -6.139142990112 | -6.902035713196 |
utt unchanged       :    20027510.wav    | -6.091633796692 | -6.885815620422 |
utt unchanged       :    20027511.wav    | -5.659801006317 | -6.832528114319 |
utt unchanged       :    20027512.wav    | -4.992832183838 | -6.667153835297 |
utt unchanged       :    20027514.wav    | -4.830057621002 | -6.729989051819 |
utt unchanged       :    20027515.wav    | -3.6476521492 | -6.207442760468 |
utt unchanged       :    20027516.wav    | -5.287579536438 | -6.725381851196 |
utt unchanged       :    20027520.wav    | -6.127604484558 | -7.00120306015 |
utt unchanged       :    20027522.wav    | -6.323324680328 | -6.869104385376 |
utt unchanged       :    20027524.wav    | -6.043563842773 | -6.87421131134 |
utt unchanged       :    20027528.wav    | -5.276741981506 | -6.456957817078 |
utt unchanged       :    20027530.wav    | -5.660168647766 | -6.913601875305 |
utt unchanged       :    20027532.wav    | -5.692706108093 | -6.862371444702 |
utt unchanged       :    20027533.wav    | -5.056953430176 | -6.571060180664 |
utt unchanged       :    20027534.wav    | -4.598504066467 | -6.774888038635 |
utt unchanged       :    20027535.wav    | -4.285658359528 | -6.64500617981 |
utt unchanged       :    20027536.wav    | -6.138297080994 | -6.946464061737 |
utt unchanged       :    20027538.wav    | -4.563919067383 | -6.486328125 |
utt unchanged       :    20027543.wav    | -5.361769676208 | -6.577335357666 |
